epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,3175.88,0.64979,0.4664,0.95292,0.88965,0.74006,0.81206,0.66318,0.56252,0.44285,0.90653,0.00019803,0.00019803,0.00019803
105,3207.02,0.64832,0.46948,0.95925,0.91249,0.73975,0.81308,0.67752,0.53973,0.44504,0.9046,0.00019704,0.00019704,0.00019704
106,3237.7,0.65237,0.46455,0.95345,0.93881,0.72468,0.81053,0.67792,0.52782,0.42678,0.89756,0.00019605,0.00019605,0.00019605
107,3268.66,0.63497,0.45152,0.95494,0.92292,0.73089,0.81856,0.68294,0.54268,0.43393,0.9005,0.00019506,0.00019506,0.00019506
108,3299.38,0.6567,0.47613,0.95549,0.92628,0.73075,0.81307,0.67577,0.56607,0.4451,0.90761,0.00019407,0.00019407,0.00019407
109,3329.49,0.6268,0.45749,0.95083,0.91915,0.73102,0.80842,0.6704,0.54304,0.44415,0.90584,0.00019308,0.00019308,0.00019308
110,3360.27,0.62582,0.44858,0.94939,0.91832,0.73717,0.81801,0.68059,0.53747,0.44795,0.90587,0.00019209,0.00019209,0.00019209
111,3391.5,0.63607,0.45407,0.9501,0.9345,0.71214,0.8089,0.67498,0.53548,0.45423,0.89575,0.0001911,0.0001911,0.0001911
112,3420.71,0.63684,0.4481,0.94825,0.93893,0.70958,0.79759,0.67232,0.51896,0.45975,0.88905,0.00019011,0.00019011,0.00019011
113,3450.75,0.64199,0.46057,0.95278,0.90593,0.73403,0.80111,0.66128,0.53591,0.44411,0.89462,0.00018912,0.00018912,0.00018912
114,3480.46,0.63707,0.45277,0.94465,0.90088,0.7525,0.81251,0.67551,0.53751,0.42434,0.89993,0.00018813,0.00018813,0.00018813
115,3509.6,0.61796,0.44292,0.93846,0.94222,0.70315,0.80897,0.67474,0.54795,0.439,0.8978,0.00018714,0.00018714,0.00018714
116,3539.18,0.62062,0.43624,0.94532,0.90571,0.73255,0.80813,0.67386,0.52047,0.41724,0.89691,0.00018615,0.00018615,0.00018615
117,3569.44,0.6111,0.43529,0.94167,0.92685,0.71964,0.80746,0.6772,0.53356,0.42909,0.89077,0.00018516,0.00018516,0.00018516
118,3599.89,0.62479,0.44727,0.93896,0.8989,0.73725,0.81167,0.68387,0.51342,0.42718,0.89084,0.00018417,0.00018417,0.00018417
119,3629.77,0.63526,0.45997,0.94143,0.93165,0.73813,0.81239,0.68306,0.50941,0.42983,0.88638,0.00018318,0.00018318,0.00018318
120,3661.47,0.62849,0.45107,0.941,0.92973,0.72935,0.82445,0.68585,0.53851,0.42663,0.88308,0.00018219,0.00018219,0.00018219
121,3692.46,0.60957,0.4316,0.93597,0.91582,0.74107,0.81119,0.68165,0.51974,0.43941,0.89524,0.0001812,0.0001812,0.0001812
